,001-L,001-R,002-L,002-R,003-L,003-R,004-L,004-R,005-L,005-R,006-L,006-R,007-L,007-R,008-L,008-R,009-L,009-R,010-L,010-R,011-L,011-R,012-L,012-R,013-L,013-R,014-L,014-R,015-L,015-R,016-L,016-R,017-L,017-R,018-L,018-R,019-L,019-R,020-L,020-R,021-L,021-R,022-L,022-R,023-L,023-R,024-L,024-R,025-L,025-R,026-L,026-R,027-L,027-R,028-L,028-R,029-L,029-R,030-L,030-R,031-L,031-R,032-L,032-R,033-L,033-R,034-L,034-R,035-L,035-R,036-L,036-R,037-L,037-R,038-L,038-R,039-L,039-R,040-L,040-R,041-L,041-R,042-L,042-R,043-L,043-R,044-L,044-R,045-L,045-R,046-L,046-R,047-L,047-R,048-L,048-R,049-L,049-R,050-L,050-R,051-L,051-R,052-L,052-R,053-L,053-R,054-L,054-R,055-L,055-R,056-L,056-R,057-L,057-R,058-L,058-R,059-L,059-R,060-L,060-R,061-L,061-R,062-L,062-R,063-L,063-R,064-L,064-R,065-L,065-R,066-L,066-R,067-L,067-R,068-L,068-R,069-L,069-R,070-L,070-R,071-L,071-R,072-L,072-R,073-L,073-R,074-L,074-R,075-L,075-R,,,,,
12400,63.3756,63.2817,68.6455,64.5363,58.2625,69.4550,69.6317,73.6821,64.8219,56.4056,65.6187,60.4696,56.4105,64.0862,68.4189,67.0548,72.4951,70.5162,68.8978,65.8642,65.8514,58.7064,70.1436,67.3715,53.6174,66.4080,73.7077,74.2807,66.3574,69.8165,65.0645,68.6573,56.6979,60.7379,79.1288,69.9925,65.5279,61.8872,74.5921,67.9694,68.6374,67.9694,60.1117,53.9220,74.5631,77.3726,68.1616,71.5059,70.7057,67.1123,65.7751,63.6051,60.7488,60.9531,65.4549,72.6141,66.3394,69.7328,65.9489,73.2293,63.2656,66.9151,63.8692,72.0079,69.6214,72.5309,63.5658,59.1506,65.2969,62.0007,66.6521,68.8218,64.0307,67.1782,68.5249,66.1139,62.5436,77.2201,68.1536,68.8349,65.5252,56.0336,66.7716,57.6089,68.2674,62.3857,73.8130,67.0097,69.1771,66.8081,62.9520,64.4629,58.4896,67.3816,63.2079,69.5075,72.0291,72.4875,56.7995,52.2532,66.6000,66.9475,61.3988,59.0864,64.9473,67.4636,66.7732,65.7934,70.0007,70.6899,68.1155,72.7786,69.1047,69.6193,64.6024,69.5372,67.0984,70.5675,70.0532,74.0273,65.1464,65.4631,57.2647,65.8371,67.5700,73.6482,67.3511,66.1566,68.5048,68.7605,68.8147,72.0502,59.3867,62.6770,69.4223,67.7334,63.3539,71.7172,56.3375,63.8905,74.4141,72.7040,69.2705,69.2411,72.0483,75.2573,64.9427,66.4502,71.6086,71.4396,,,,,
12500,63.0008,62.6522,68.1828,63.6141,56.0450,68.4847,69.4915,73.6421,63.7703,56.2106,64.9015,59.7361,56.1622,63.8377,68.8329,66.2074,72.7551,70.4229,68.5685,65.2450,65.0373,57.6954,70.4335,67.6203,55.2479,66.2533,73.9517,73.7180,65.7660,69.6345,64.6709,69.0148,55.9759,59.7789,79.0653,68.9312,64.8529,61.5815,74.2616,67.7607,68.1327,67.7607,58.4365,49.8352,74.6679,77.6102,67.7870,71.1477,70.8487,67.2732,66.5895,65.1174,58.4651,61.1056,65.4656,72.4348,65.9202,69.7943,64.2187,72.7388,62.6563,67.1644,63.2458,71.8057,69.3941,72.1038,63.5592,58.7227,64.3180,62.5062,66.6954,68.8925,64.9055,67.3474,68.8268,65.4994,61.9982,76.9896,68.3422,69.2242,65.1986,55.2051,67.0478,57.1405,67.6192,60.7310,74.3581,66.7969,68.5883,66.1189,62.5438,63.6068,55.6952,66.8602,62.8410,69.1176,72.3427,72.6698,57.4742,49.6804,66.8842,66.6717,60.6626,58.8562,65.5531,67.7073,66.4429,66.3562,69.9825,70.4425,67.6392,72.3940,69.1323,69.5900,64.9318,69.4931,66.9725,70.4760,69.3330,73.8312,65.1130,64.6774,57.6397,65.0024,68.0618,73.7524,67.1174,66.3962,68.6203,68.8702,68.7819,72.0003,59.4794,62.6437,69.1244,67.1597,61.6326,71.6343,54.4217,64.1079,74.6939,72.8342,69.4909,69.6719,71.6128,75.0387,64.9644,66.3871,71.2567,71.0093,,,,,
12600,62.6756,62.0331,67.7586,62.7721,53.2283,67.6104,69.2695,73.4973,62.7997,56.6610,64.1703,59.2789,56.3503,63.7358,69.1897,65.3916,72.9299,70.3048,68.2508,64.6244,64.2419,56.7075,70.7931,67.9236,56.5972,66.1601,74.0880,73.1229,65.0884,69.4151,64.3290,69.3914,55.4425,58.6375,78.7796,67.8101,64.0756,61.1913,74.0301,67.3986,67.5580,67.3986,56.5237,42.4338,74.7325,77.7132,67.3625,70.7308,71.0835,67.5100,67.5615,66.5489,54.8681,61.3402,65.4694,72.1742,65.6152,69.8021,62.3590,72.1444,61.9533,67.3711,62.5505,71.5783,69.1413,71.6833,63.5023,58.4610,63.2278,63.0371,66.7658,68.9398,65.8026,67.5589,69.1534,64.8495,61.4602,76.6019,68.5684,69.6107,64.9456,54.7592,67.4421,58.3466,66.9466,58.6903,74.5047,66.4480,68.0221,65.4539,62.2812,62.7034,52.4418,66.4873,62.5341,68.8026,72.6320,72.8252,58.7705,46.3889,67.1512,66.3353,59.9389,58.7036,66.1181,67.9492,65.9458,66.8362,69.9100,70.1875,67.1213,72.0063,69.1598,69.5194,65.2603,69.3213,66.8730,70.3737,68.7103,73.6662,65.0575,63.8629,58.0242,64.1684,68.4824,73.7641,66.9532,66.6413,68.7986,68.9837,68.7380,71.9193,59.5972,62.6765,68.8583,66.5550,59.5337,71.4165,52.2515,64.3502,74.9556,72.8912,69.7360,70.1168,71.1882,74.8357,64.9230,66.3108,70.9061,70.5890,,,,,
12700,62.3611,61.4218,67.3747,62.0344,49.3187,66.8708,68.9648,73.2503,61.9396,57.5559,63.4407,59.1482,56.8114,63.7719,69.4928,64.5922,72.9812,70.1400,67.9476,64.0039,63.4623,55.7703,71.2083,68.2690,57.7571,66.1256,74.1122,72.5241,64.3226,69.1598,64.0567,69.7891,55.0988,57.2539,78.3039,66.5948,63.1973,60.7056,73.8912,66.8367,66.8936,66.8367,54.3540,36.6831,74.7608,77.6776,66.8890,70.2450,71.3881,67.7912,68.6550,67.9176,48.8190,61.6538,65.4523,71.8287,65.4059,69.7570,60.3669,71.4621,61.1174,67.5324,61.7683,71.3076,68.8665,71.2821,63.3762,58.4739,62.0204,63.5891,66.8538,68.9608,66.6486,67.8094,69.4994,64.2138,60.9570,76.0646,68.8203,69.9912,64.7618,54.7011,67.9290,60.3964,66.2510,56.1128,74.2724,65.9705,67.4926,64.8170,62.1684,61.7448,49.1145,66.2824,62.2690,68.5669,72.8894,72.9433,60.1906,42.2914,67.3942,65.9424,59.2332,58.6163,66.6051,68.1810,65.3113,67.2005,69.7850,69.9240,66.5566,71.6175,69.1863,69.4037,65.5868,69.0109,66.8009,70.2609,68.2143,73.5247,64.9730,63.0454,58.4136,63.3358,68.8072,73.6838,66.8354,66.8764,69.0306,69.0953,68.6824,71.8137,59.7353,62.7671,68.6210,65.9158,56.9184,71.0914,49.7920,64.6135,75.1964,72.8728,70.0070,70.5684,70.7897,74.6493,64.8069,66.2138,70.5585,70.1834,,,,,
12800,62.0319,60.8149,67.0318,61.4250,43.7033,66.2816,68.5793,72.9095,61.1728,58.6396,62.7379,59.3284,57.4036,63.9322,69.7466,63.7922,72.8827,69.9020,67.6617,63.3856,62.6949,54.9150,71.6653,68.6462,58.7846,66.1460,74.0270,71.9367,63.4668,68.8720,63.8704,70.2079,54.9082,55.5637,77.6881,65.2513,62.2229,60.1265,73.8345,66.0290,66.1280,66.0290,52.0866,47.3838,74.7575,77.5110,66.3700,69.6816,71.7369,68.0904,69.8162,69.2314,48.1705,62.0389,65.3996,71.3987,65.2618,69.5975,58.2248,70.7093,60.0923,67.6441,60.8833,70.9746,68.5741,70.9093,63.1574,58.8354,60.6699,64.1565,66.9540,68.9522,67.3918,68.0944,69.8612,63.6579,60.5219,75.4029,69.0856,70.3638,64.6405,54.9804,68.4775,62.4531,65.5412,52.9019,73.7514,65.3760,67.0027,64.2085,62.1995,60.7175,47.2520,66.2592,62.0271,68.4146,73.1095,73.0159,61.5170,40.3348,67.6114,65.4990,58.5575,58.5785,66.9751,68.3922,64.5778,67.3989,69.6108,69.6511,65.9408,71.2282,69.2111,69.2409,65.9105,68.5614,66.7570,70.1382,67.8610,73.3981,64.8561,62.2461,58.8109,62.5101,69.0208,73.5205,66.7455,67.0949,69.3058,69.2009,68.6172,71.6972,59.8903,62.9160,68.4087,65.2400,53.8070,70.6845,47.2515,64.9101,75.4135,72.7881,70.3048,71.0167,70.4247,74.4798,64.6077,66.0912,70.2135,69.7946,,,,,
12900,61.6733,60.2102,66.7293,60.9659,43.9892,65.8456,68.1176,72.4877,60.4338,59.7347,62.0917,59.7476,58.0405,64.2008,69.9552,62.9749,72.6285,69.5610,67.3954,62.7690,61.9366,54.1714,72.1497,69.0026,59.7180,66.2159,73.8405,71.3650,62.5206,68.5569,63.7816,70.6481,54.8052,53.5016,76.9874,63.7472,61.1628,59.4900,73.8470,64.9326,65.2586,64.9326,50.5053,52.2440,74.7272,77.2312,65.8096,69.0336,72.1055,68.3881,70.9613,70.4858,54.4606,62.4831,65.2932,70.8860,65.1484,69.3877,55.9059,69.8962,58.7932,67.7005,59.8770,70.5608,68.2676,70.5707,62.8165,59.5291,59.1227,64.7301,67.0639,68.9103,68.0013,68.4079,70.2370,63.2503,60.1968,74.6512,69.3531,70.7276,64.5737,55.5230,69.0378,64.2507,64.8191,50.1614,73.0514,64.6760,66.5484,63.6265,62.3607,59.6008,47.8805,66.4176,61.7898,68.3486,73.2887,73.0371,62.6954,43.7078,67.8032,65.0122,57.9332,58.5706,67.1957,68.5698,63.7768,67.3861,69.3915,69.3677,65.2727,70.8378,69.2332,69.0314,66.2299,67.9814,66.7418,70.0064,67.6519,73.2764,64.7047,61.4824,59.2226,61.7056,69.1220,73.2893,66.6705,67.2950,69.6137,69.2971,68.5476,71.5877,60.0592,63.1139,68.2179,64.5302,51.5663,70.2152,45.7323,65.2226,75.6034,72.6409,70.6297,71.4483,70.0951,74.3266,64.3181,65.9395,69.8693,69.4237,,,,,
13000,61.2760,59.6038,66.4660,60.6727,49.8778,65.5584,67.5850,71.9984,59.6176,60.7536,61.5399,60.3182,58.6799,64.5612,70.1196,62.1240,72.2310,69.0872,67.1514,62.1575,61.1849,53.5641,72.6441,69.4670,60.5841,66.3301,73.5642,70.8072,61.4862,68.2201,63.7977,71.1103,54.7174,50.9772,76.2318,62.0533,60.0366,58.9004,73.9150,63.5063,64.2903,63.5063,50.8729,55.3928,74.6740,76.8603,65.2120,68.2965,72.4721,68.6714,71.9602,71.6551,58.2507,62.9671,65.1129,70.2923,65.0346,69.1132,53.3923,69.0506,57.0768,67.6925,58.7250,70.0497,67.9501,70.2690,62.3175,60.4515,57.2849,65.2956,67.1824,68.8298,68.4652,68.7422,70.6252,63.0410,60.0152,73.8451,69.6133,71.0817,64.5524,56.2595,69.5790,65.7635,64.0857,51.4890,72.2606,63.8814,66.1198,63.0678,62.6338,58.3637,49.3045,66.7461,61.5436,68.3712,73.4259,73.0042,63.7309,47.3341,67.9711,64.4891,57.3953,58.5713,67.2484,68.6976,62.9285,67.1333,69.1303,69.0728,64.5568,70.4447,69.2512,68.7773,66.5433,67.2850,66.7553,69.8662,67.5767,73.1496,64.5184,60.7659,59.6568,60.9512,69.1208,73.0075,66.6010,67.4775,69.9446,69.3815,68.4836,71.5010,60.2405,63.3518,68.0454,63.7967,52.8318,69.6948,46.6363,65.5611,75.7620,72.4401,70.9814,71.8458,69.7993,74.1887,63.9296,65.7560,69.5239,69.0713,,,,,
13100,60.8324,58.9917,66.2408,60.5518,54.0503,65.4118,66.9865,71.4544,58.5861,61.6656,61.1222,60.9665,59.3047,64.9983,70.2468,61.2232,71.7302,68.4575,66.9321,61.5561,60.4392,53.1098,73.1236,69.8994,61.4022,66.4829,73.2113,70.2605,60.3733,67.8679,63.9203,71.5918,54.5859,47.8594,75.4503,60.1385,58.8836,58.5613,74.0239,61.7098,63.2345,61.7098,52.8105,57.7546,74.6011,76.4208,64.5807,67.4684,72.8190,68.9319,72.6382,72.6887,60.6705,63.4633,64.8362,69.6178,64.8959,68.7860,50.7517,68.1674,54.6659,67.6072,57.3932,69.4285,67.6223,70.0044,61.6182,61.4679,54.9983,65.8309,67.3100,68.7035,68.7859,69.0868,71.0244,63.0388,59.9957,73.0147,69.8588,71.4248,64.5700,57.1385,70.0537,67.0198,63.3410,54.9897,71.4350,63.0024,65.7039,62.5285,63.0001,56.9595,50.5163,67.2249,61.2751,68.4834,73.5210,72.9177,64.6440,50.1160,68.1168,63.9383,56.9935,58.5566,67.1335,68.7558,62.0409,66.6421,68.8294,68.7648,63.8096,70.0467,69.2628,68.4819,66.8476,66.4872,66.7976,69.7177,67.6160,73.0068,64.2964,60.1077,60.1207,60.2963,69.0374,72.6923,66.5303,67.6436,70.2892,69.4523,68.4390,71.4412,60.4318,63.6201,67.8884,63.0655,55.5964,69.1248,48.9388,65.9268,75.8829,72.1938,71.3586,72.1871,69.5346,74.0648,63.4307,65.5378,69.1761,68.7374,,,,,
13200,60.3352,58.3671,66.0527,60.5974,57.1607,65.3965,66.3263,70.8666,57.1507,62.4679,60.8720,61.6420,59.9099,65.4991,70.3341,60.2554,71.1624,67.6634,66.7395,60.9747,59.6999,52.8131,73.5513,70.3389,62.1866,66.6688,72.7939,69.7171,59.2130,67.5044,64.1449,72.0870,54.3803,43.9658,74.6506,57.9641,57.7752,58.7225,74.1569,59.5189,62.1052,59.5189,55.0499,59.6735,74.5103,75.9328,63.9189,66.5524,73.1311,69.1641,72.8398,73.5059,62.3499,63.9368,64.4412,68.8612,64.7143,68.4186,48.3663,67.2649,50.8961,67.4270,55.8126,68.6903,67.2836,69.7760,60.6650,62.4664,52.0304,66.3029,67.4476,68.5213,68.9635,69.4279,71.4319,63.2023,60.1389,72.1834,70.0833,71.7545,64.6190,58.1249,70.4209,68.0517,62.5837,58.0646,70.6036,62.0517,65.2845,62.0046,63.4413,55.3167,51.3725,67.8269,60.9749,68.6852,73.5761,72.7808,65.4563,52.3030,68.2413,63.3713,56.7864,58.4981,66.8688,68.7221,61.1159,65.9407,68.4898,68.4422,63.0677,69.6415,69.2643,68.1505,67.1379,65.6004,66.8683,69.5603,67.7453,72.8376,64.0396,59.5174,60.6209,59.8128,68.8970,72.3570,66.4533,67.7938,70.6384,69.5073,68.4302,71.3948,60.6296,63.9148,67.7442,62.3914,57.9163,68.4962,51.2924,66.3213,75.9582,71.9104,71.7531,72.4471,69.2968,73.9526,62.8046,65.2814,68.8248,68.4226,,,,,
13300,59.7758,57.7185,65.9011,60.7933,59.6854,65.5031,65.6074,70.2441,54.9995,63.1712,60.8059,62.3157,60.4951,66.0524,70.3815,59.2039,70.5716,66.7199,66.5749,60.4305,58.9690,52.6788,73.8766,70.7777,62.9479,66.8827,72.3234,69.1719,58.0857,67.1353,64.4632,72.5856,54.0858,38.9027,73.8312,55.4729,56.8292,59.4776,74.2941,57.0296,60.9169,57.0296,57.0900,61.3128,74.4026,75.4123,63.2293,65.5595,73.3964,69.3639,72.5337,74.0140,63.5984,64.3515,63.9086,68.0188,64.4787,68.0233,47.1593,66.2923,43.4243,67.1306,53.9351,67.8354,66.9319,69.5827,59.3913,63.3784,48.4994,66.6669,67.5964,68.2700,69.0242,69.7481,71.8431,63.4555,60.4279,71.3695,70.2809,72.0666,64.6937,59.1953,70.6466,68.8858,61.8129,60.5403,69.7786,61.0531,64.8415,61.4921,63.9414,53.3163,51.9191,68.5194,60.6331,68.9732,73.5935,72.5988,66.1864,54.1065,68.3448,62.8053,56.8263,58.3615,66.4823,68.5748,60.1541,65.0719,68.1106,68.1040,62.3975,69.2276,69.2509,67.7878,67.4069,64.6319,66.9667,69.3928,67.9374,72.6322,63.7502,59.0034,61.1613,59.5843,68.7243,72.0113,66.3649,67.9272,70.9823,69.5439,68.4708,71.3280,60.8284,64.2272,67.6101,61.8674,59.6062,67.7869,53.3633,66.7458,75.9778,71.5973,72.1872,72.6003,69.0820,73.8494,62.0275,64.9833,68.4700,68.1280,,,,,
13400,59.1437,57.0282,65.7860,61.1154,61.8517,65.7278,64.8323,69.5946,51.4460,63.7893,60.9188,62.9733,61.0604,66.6491,70.3871,58.0545,69.9973,65.6688,66.4388,59.9482,58.2536,52.6946,74.0415,71.2051,63.6938,67.1189,71.8097,68.6203,57.1536,66.7654,64.8622,73.0700,53.7033,35.4580,72.9849,52.5675,56.1933,60.6558,74.4104,54.8697,59.6827,54.8697,58.8683,62.7607,74.2789,74.8720,62.5150,64.5125,73.6048,69.5285,71.8389,74.1500,64.5892,64.6855,63.2291,67.0847,64.1826,67.6122,47.6029,65.3338,41.7386,66.6962,51.5797,66.8712,66.5646,69.4225,57.7004,64.1735,47.8250,66.8707,67.7575,67.9337,68.9741,70.0275,72.2512,63.7126,60.8469,70.5863,70.4463,72.3548,64.7897,60.3319,70.7114,69.5442,61.0390,62.5852,68.9627,60.0553,64.3502,60.9867,64.4857,50.7439,52.2197,69.2628,60.2421,69.3398,73.5770,72.3780,66.8492,55.6544,68.4270,62.2683,57.1360,58.1034,66.0046,68.2968,59.1602,64.0796,67.6905,67.7499,61.8943,68.8045,69.2166,67.4009,67.6459,63.5830,67.0914,69.2133,68.1652,72.3842,63.4356,58.5772,61.7567,59.6750,68.5393,71.6600,66.2607,68.0413,71.3094,69.5592,68.5641,71.1930,61.0184,64.5485,67.4837,61.6170,60.7956,66.9561,55.1617,67.2005,75.9315,71.2619,72.6280,72.6262,68.8856,73.7518,61.0673,64.6405,68.1133,67.8558,,,,,
13500,58.4270,56.2746,65.7071,61.5361,63.7674,66.0499,64.0025,68.9253,44.3069,64.3352,61.1845,63.6097,61.6048,67.2816,70.3483,56.8003,69.4754,64.5786,66.3295,59.5582,57.5593,52.8477,73.9908,71.6068,64.4297,67.3716,71.2611,68.0584,56.6536,66.3988,65.3265,73.5155,53.2369,37.2764,72.1042,49.1040,55.9818,61.9903,74.4775,54.4876,58.4131,54.4876,60.4223,64.0674,74.1405,74.3206,61.7796,63.4507,73.7490,69.6563,70.9315,73.9237,65.4289,64.9476,62.4051,66.0508,63.8245,67.1965,48.8671,64.3695,51.0598,66.1066,48.4600,65.8112,66.1800,69.2908,55.4436,64.8501,51.6456,66.8667,67.9320,67.4952,68.8308,70.2456,72.6467,63.9003,61.3150,69.8447,70.5743,72.6111,64.9031,61.5210,70.6161,70.0472,60.2662,64.3167,68.1534,59.1536,63.7802,60.4835,65.0615,47.1777,52.3093,70.0096,59.7961,69.7722,73.5304,72.1255,67.4569,57.0253,68.4867,61.8038,57.6952,57.6688,65.4623,67.8809,58.1517,62.9984,67.2270,67.3814,61.6598,68.3741,69.1546,66.9977,67.8438,62.4483,67.2405,69.0194,68.4026,72.0961,63.1111,58.2520,62.3834,60.0965,68.3562,71.3042,66.1356,68.1313,71.6068,69.5491,68.6987,70.9398,61.1866,64.8720,67.3622,61.7461,61.6068,65.9338,56.7504,67.6809,75.8101,70.9013,73.0823,72.5154,68.7031,73.6553,59.8766,64.2520,67.7581,67.6083,,,,,
13600,57.6118,55.4428,65.6647,62.0291,65.4740,66.4701,63.1183,68.2429,42.2107,64.8196,61.5650,64.2252,62.1261,67.9429,70.2617,55.4525,69.0361,63.5364,66.2440,59.2933,56.8897,53.1207,73.7191,71.9640,65.1597,67.6348,70.6846,67.4845,56.7664,66.0392,65.8389,73.8907,52.8503,39.7690,71.1860,45.0861,56.1941,63.2934,74.4664,56.0276,57.1165,56.0276,61.8036,65.2588,73.9889,73.7637,61.0270,62.4336,73.8252,69.7473,69.9548,73.4140,66.1870,65.1783,61.4563,64.9065,63.4060,66.7870,50.1816,63.4131,56.0241,65.3604,43.9141,64.6724,65.7778,69.1918,52.3980,65.4236,55.4374,66.6278,68.1209,66.9394,68.6058,70.3848,73.0181,63.9694,61.8111,69.1539,70.6603,72.8254,65.0311,62.7493,70.3796,70.4154,59.5338,65.8170,67.3456,58.5056,63.1458,59.9764,65.6579,41.9773,52.2712,70.7042,59.2899,70.2510,73.4613,71.8480,68.0189,58.2698,68.5224,61.4738,58.4474,56.9909,64.8759,67.3320,57.1669,61.7874,66.7169,67.0019,61.7533,67.9411,69.0583,66.5867,67.9905,61.2141,67.4105,68.8077,68.6238,71.7864,62.8092,58.0436,63.0607,60.7972,68.1828,70.9410,65.9850,68.1911,71.8591,69.5091,68.8486,70.5325,61.3151,65.1850,67.2424,62.2705,62.1348,64.5950,58.1839,68.1793,75.6085,70.5551,73.5429,72.2724,68.5290,73.5547,58.3825,63.8187,67.4094,67.3890,,,,,
13700,56.6816,54.5504,65.6584,62.5712,66.9740,66.9785,62.1793,67.5541,51.5677,65.2503,62.0217,64.8235,62.6184,68.6259,70.1236,54.0553,68.7044,62.6357,66.1775,59.1785,56.2596,53.4950,73.2305,72.2549,65.8855,67.9016,70.0871,66.8985,57.4343,65.6899,66.3818,74.1608,52.0815,41.3465,70.2333,42.2530,56.7166,64.4825,74.3539,58.0712,55.7998,58.0712,63.0432,66.3449,73.8276,73.2029,60.2614,61.5368,73.8323,69.8032,68.9851,72.7259,66.9073,65.4242,60.4189,63.6395,62.9328,66.3935,51.2381,62.4834,59.2111,64.4878,37.1587,63.4720,65.3605,69.1217,48.5998,65.9188,58.4362,66.1564,68.3251,66.2565,68.3078,70.4331,73.3525,63.8967,62.3156,68.5210,70.7004,72.9869,65.1715,64.0061,70.0318,70.6696,58.9083,67.1468,66.5339,58.2982,62.1993,59.4572,66.2658,40.2948,52.0709,71.2861,58.7188,70.7509,73.3689,71.5513,68.5426,59.4224,68.5326,61.3534,59.3238,55.9968,64.2571,66.6656,56.2711,60.6586,66.1565,66.6170,62.1543,67.5134,68.9218,66.1770,68.0772,59.8563,67.5970,68.5752,68.8035,71.4963,62.5881,57.9713,63.7843,61.6917,68.0225,70.5649,65.8048,68.2129,72.0573,69.4334,68.9793,69.9606,61.3831,65.4775,67.1211,63.1002,62.4534,62.6992,59.5048,68.6801,75.3278,70.1913,74.0014,71.9144,68.3579,73.4443,56.4635,63.3462,67.0746,67.2008,,,,,
13800,55.6171,53.6713,65.6882,63.1441,68.2434,67.5674,61.1824,66.8650,56.1775,65.6325,62.5228,65.4112,63.0727,69.3229,69.9297,52.6797,68.4988,61.9575,66.1247,59.2171,55.6694,53.9483,72.5771,72.4564,66.6072,68.1634,69.4695,66.3024,58.4110,65.3523,66.9380,74.2956,51.3809,42.0108,69.2550,43.7846,57.4056,65.5385,74.1274,59.9347,54.4730,59.9347,64.1785,67.3223,73.6607,72.6366,59.4864,60.8396,73.7740,69.8284,68.0796,71.9498,67.6121,65.7090,59.3426,62.2399,62.4068,66.0242,52.0502,61.6028,61.6738,63.5686,39.8081,62.2276,64.9349,69.0791,47.2633,66.3627,60.8425,65.4816,68.5452,65.4494,67.9434,70.3856,73.6370,63.6810,62.8061,67.9526,70.6912,73.0844,65.3234,65.2812,69.6044,70.8305,58.5035,68.3215,65.7129,58.6284,61.0845,58.9150,66.8780,45.9118,51.7480,71.6980,58.0795,71.2405,73.2629,71.2401,69.0336,60.5065,68.5164,61.5132,60.2582,54.6371,63.6110,65.9031,55.5567,59.3913,65.5406,66.2347,62.7798,67.1024,68.7412,65.7760,68.0992,58.3352,67.7940,68.3175,68.9181,71.2837,62.5307,58.0549,64.5535,62.6958,67.8747,70.1686,65.5917,68.1881,72.1742,69.3152,69.0538,69.2419,61.3684,65.7376,66.9941,64.0979,62.6191,59.7035,60.7448,69.1568,74.9704,69.8252,74.4471,71.4655,68.1837,73.3124,53.8924,62.8437,66.7633,67.0465,,,,,
13900,54.3946,52.9283,65.7535,63.7336,69.2519,68.2298,60.1229,66.1812,59.0844,65.9694,63.0442,65.9950,63.4751,70.0244,69.6761,51.3953,68.4302,61.5501,66.0803,59.3912,55.1214,54.4535,71.8167,72.5474,67.3223,68.4094,68.8370,65.6993,59.4536,65.0275,67.4913,74.2768,50.5903,42.1194,68.2622,46.6926,58.1502,66.4719,73.7987,61.5260,53.1540,61.5260,65.2320,68.1779,73.4939,72.0594,58.7031,60.3958,73.6538,69.8296,67.2503,71.1408,68.3174,66.0315,58.2926,60.7123,61.8390,65.6857,52.6309,60.7946,63.6706,62.7403,45.4972,60.9571,64.5117,69.0626,50.7534,66.7811,62.8166,64.6440,68.7814,64.5446,67.5146,70.2448,73.8606,63.3351,63.2676,67.4537,70.6302,73.1075,65.4857,66.5647,69.1244,70.9180,58.4658,69.3642,64.8799,59.4265,59.6533,58.3357,67.4882,50.1359,51.3139,71.8984,57.3696,71.6843,73.1477,70.9175,69.4957,61.5368,68.4740,61.9905,61.2012,53.0027,62.9361,65.0665,55.1168,58.0483,64.8635,65.8643,63.5321,66.7231,68.5149,65.3896,68.0564,56.6367,67.9935,68.0300,68.9452,71.2058,62.7432,58.3109,65.3675,63.7461,67.7376,69.7437,65.3450,68.1078,72.2001,69.1457,69.0396,68.4149,61.2511,65.9481,66.8568,65.1432,62.6746,53.8743,61.9277,69.5693,74.5607,69.4547,74.8670,70.9513,68.0003,73.1661,50.2031,62.3268,66.4863,66.9279,,,,,
14000,52.9841,52.4406,65.8538,64.3282,69.9829,68.9587,58.9931,65.5075,61.0955,66.2626,63.5724,66.5825,63.8065,70.7192,69.3521,50.0894,68.5015,61.4185,66.0399,59.6648,54.6150,55.0410,70.9995,72.5133,68.0242,68.6248,68.1904,65.0940,60.4175,64.7157,68.0263,74.1030,49.6847,41.7469,67.2646,49.1083,58.8856,67.3033,73.3802,62.8919,51.8855,62.8919,66.2223,68.8937,73.3337,71.4625,57.9105,60.2129,73.4764,69.8153,66.5050,70.3407,68.9716,66.3530,57.3498,59.1144,61.2356,65.3829,52.9839,60.0780,65.3525,62.2154,49.0729,59.6847,64.1073,69.0702,54.3242,67.1969,64.4463,63.6814,69.0328,63.6069,67.0199,70.0183,74.0153,62.8789,63.6897,67.0279,70.5146,73.0477,65.6586,67.8472,68.6112,70.9495,58.9292,70.2841,64.0305,60.5074,57.9439,57.7015,68.0910,53.1385,50.7848,71.8730,56.5923,72.0445,73.0279,70.5848,69.9313,62.5205,68.4084,62.7695,62.1111,51.6588,62.2245,64.1742,54.9964,56.6022,64.1168,65.5154,64.3345,66.3922,68.2436,65.0220,67.9541,54.6730,68.1861,67.7084,68.8655,71.2936,63.2839,58.7482,66.2262,64.8029,67.6091,69.2813,65.0671,67.9643,72.1128,68.9136,68.9128,67.5259,61.0168,66.0978,66.7038,66.1561,62.6519,40.2915,63.0718,69.8635,74.1080,69.0760,75.2454,70.3938,67.8024,72.9900,44.7351,61.8170,66.2559,66.8454,,,,,
